교육실|0.094935|0.158179|0.000000|0.000
당직실-1|0.132409|0.151629|0.000000|0.000
당직실-2|0.135884|0.151629|0.000000|0.000
냉장창고|0.091515|0.179259|0.000000|0.000
ATC 보조 작업대|0.109827|0.161328|0.000000|0.000
서버실|0.129585|0.166940|0.000000|0.000
창고-1 보관장|0.119865|0.178294|0.000000|0.000
산제조제실|0.118733|0.175059|0.000000|0.000
불출실|0.120492|0.161241|0.000000|0.000
환자분류소|0.129254|0.112679|0.000000|0.000
계단실|0.076745|0.170451|0.000000|0.000
방풍실|0.105210|0.196385|0.000000|0.000
(승객용)|0.150040|0.076103|0.000000|0.000
(승객용)|0.150040|0.072504|0.000000|0.000
숙직실|0.169835|0.203068|0.000000|0.000
중앙감시실 (전 기)|0.163298|0.203099|0.000000|0.000
중앙감시실 (기 계)|0.166447|0.195632|0.000000|0.000
상부 OPEN|0.182386|0.163982|0.000000|0.000
운 송 기계실|0.142198|0.157860|0.000000|0.000
조리원 탈의실|0.158394|0.138699|0.000000|0.000
보호요원실|0.151139|0.140486|0.000000|0.000
도 장 실|0.079700|0.179409|0.000000|0.000
화장실|0.103230|0.150585|0.000000|0.000
기계실 사무실|0.090947|0.150666|0.000000|0.000
화장실|0.097990|0.146485|0.000000|0.000
주차장|0.091294|0.109416|0.000000|0.000
철 공 실|0.076657|0.174977|0.000000|0.000
연 도|0.139248|0.209617|0.000000|0.000
(18인)|0.129389|0.150835|0.000000|0.000
냉동가스창고|0.164028|0.150246|0.000000|0.000
영양과 창고|0.160777|0.150330|0.000000|0.000
1.5평|0.161702|0.149927|0.000000|0.000
2평|0.167933|0.150280|0.000000|0.000
상부 OPEN|0.132297|0.164186|0.000000|0.000
주사약국|0.126031|0.140290|0.000000|0.000
(부) 경유|0.055606|0.152036|0.000000|0.000
하역|0.060864|0.167267|0.000000|0.000
위험물저장창고|0.040666|0.161608|0.000000|0.000
액산탱크|0.035398|0.179941|-0.000001|0.000
계단실|0.129663|0.207735|0.000000|0.000
쓰레기처리장|0.058731|0.170805|0.000000|0.000
화장실(남)|0.157669|0.143334|0.000000|0.000
화장실(여)|0.153620|0.143334|0.000000|0.000
후문 출입구|0.026216|0.153236|-0.063735|39.463
창고|0.054765|0.169132|0.000000|0.000
(부) 경유|0.054347|0.148012|0.000000|0.000
유해물질창고|0.079441|0.176803|0.000000|0.000
간호학생탈의실(여)|0.156327|0.159039|0.000000|0.000
상부OPNG|0.201411|0.055344|0.000000|0.000
상부OPNG|0.219886|0.055344|0.000000|0.000
집수정|0.264351|0.101704|0.000000|0.000
한전인입|0.179353|0.055329|0.000000|0.000
일방향 문|0.225166|0.070732|0.000000|0.000
일방향 문|0.222638|0.070732|0.000000|0.000
영구배수집수정|0.258910|0.101383|0.000000|0.000
배기용 OPNG|0.236863|0.100528|0.000000|0.000
(승객용/장애인겸용)|0.162115|0.106394|0.000000|0.000
(승객용/장애인겸용)|0.162115|0.109194|0.000000|0.000
(승객용/장애인겸용)|0.168709|0.106494|0.000000|0.000
(비상용/장애인겸용)|0.219174|0.073969|0.000000|0.000
(비상용/장애인겸용)|0.219174|0.076519|0.000000|0.000
(비상용/장애인겸용)|0.219174|0.110344|0.000000|0.000
(병원용/장애인겸용)|0.222562|0.104232|0.000000|0.000
(병원용/장애인겸용)|0.219737|0.104232|0.000000|0.000
(병원용/장애인겸용)|0.216987|0.104232|0.000000|0.000
배기용 OPNG|0.258503|0.100444|0.000000|0.000
급기용 OPNG|0.262618|0.100444|0.000000|0.000
냉장실|0.214104|0.090621|0.000000|0.000
냉장실|0.214104|0.088616|0.000000|0.000
냉장실|0.214104|0.086182|0.000000|0.000
배기용OPNG|0.254164|0.060161|0.000000|0.000
의료가스 루버|0.246960|0.063295|0.000000|0.000
출 구|0.242135|0.065476|0.000000|270.000
출 구|0.233234|0.075316|0.000000|180.000
출 구|0.241986|0.095083|0.000000|90.000
지하2층|0.235505|0.081623|-0.000000|0.000
주차장|0.255927|0.066331|-0.000000|90.000
직진금지|0.247979|0.066123|0.000000|90.000
정 지|0.229056|0.065598|0.000000|270.000
출 구|0.220487|0.065476|0.000000|270.000
출 구|0.181788|0.065314|0.000000|270.000
창고|0.140098|0.160852|-0.000000|0.000
이동식|0.107632|0.208415|0.000000|0.000
응 급 차 량|0.063753|0.179928|-0.000001|0.000
건축자재창고|0.134839|0.158631|0.000000|0.000
간호학생탈의실(여)|0.161565|0.160014|0.000000|0.000
고객지원팀(22.3평)|0.195861|0.110349|0.000000|0.000
안전관리자실(5.3평)|0.184872|0.109126|0.000000|0.000
모유수유실(2.4평)|0.189666|0.111709|0.000000|0.000
입고전실|0.092052|0.184943|0.000000|0.000
생물의약품 보관소|0.089163|0.185516|0.000000|0.000
출고전실|0.085416|0.166681|0.000000|0.000
불량의약품 보관소|0.081499|0.164585|0.000000|0.000
복합형 소독보관고 (앞치마.고무장갑.행주)|0.147513|0.084137|0.000000|180.000
40.30 (현황 EL.)|0.066924|0.144270|0.000000|0.000
DA면적 확보됨 (18m2)|0.114133|0.066482|0.000000|0.000
계단실1 전실|0.169747|0.104325|0.000000|0.000
계단실1|0.172790|0.103871|0.000000|0.000
화장실(여)-2|0.177131|0.106899|0.000000|0.000
화장실(남)-2|0.181776|0.106910|0.000000|0.000
장애인화장실|0.181853|0.104095|0.000000|0.000
고객서비스팀 및 안전관리자실|0.191004|0.109500|0.000000|0.000
퀴즈노스(샌드위치)|0.209099|0.111011|0.000000|0.000
계단실2|0.222241|0.108681|0.000000|0.000
계단실2 전실|0.223958|0.108040|0.000000|0.000
ELEV.전실1|0.223190|0.111657|0.000000|0.000
대외협력팀|0.230950|0.106241|0.000000|0.000
배풍실|0.237756|0.099085|0.000000|0.000
공조실-1|0.260441|0.088458|0.000000|0.000
경사로|0.295479|0.067932|0.000000|0.000
주차장|0.230191|0.066013|0.000000|0.000
공조실-2|0.203481|0.058496|0.000000|0.000
창고-6|0.171051|0.059506|0.000000|0.000
창고-5|0.164038|0.059284|0.000000|0.000
직원식당|0.167065|0.080978|0.000000|0.000
배식실|0.173209|0.075875|0.000000|0.000
전실-1|0.172854|0.070618|0.000000|0.000
검수실-2|0.181078|0.070777|0.000000|0.000
전처리실-2|0.179510|0.075053|0.000000|0.000
전실-2|0.175218|0.079364|0.000000|0.000
냉장실|0.177648|0.080191|0.000000|0.000
창고-3|0.181565|0.080037|0.000000|0.000
조리실-2|0.178770|0.088784|0.000000|0.000
사무실-2|0.176136|0.093877|0.000000|0.000
창고-4|0.180552|0.093753|0.000000|0.000
팀장실|0.184152|0.093779|0.000000|0.000
상담실|0.188302|0.093410|0.000000|0.000
사무실-1|0.186046|0.087737|0.000000|0.000
회의실|0.186830|0.083282|0.000000|0.000
탕비실|0.183127|0.082893|0.000000|0.000
직원위생구역|0.187465|0.080151|0.000000|0.000
화장실(남)-1|0.184361|0.081029|0.000000|0.000
휴게실(남)|0.184514|0.079535|0.000000|0.000
화장실(여)-1|0.186337|0.075506|0.000000|0.000
휴게실(여)|0.186626|0.073091|0.000000|0.000
샤워실(여)|0.189010|0.076045|0.000000|0.000
치료식|0.193502|0.073921|0.000000|0.000
조리실-1|0.199961|0.086612|0.000000|0.000
창고-2|0.192918|0.093427|0.000000|0.000
포트세척실|0.196207|0.093427|0.000000|0.000
특별식|0.199032|0.093427|0.000000|0.000
경관식|0.201882|0.093427|0.000000|0.000
볶음/국 조리실|0.205461|0.090205|0.000000|0.000
취반구역|0.210224|0.090205|0.000000|0.000
전처리실-1|0.219975|0.089814|0.000000|0.000
방풍실|0.222979|0.096519|0.000000|0.000
잔반냉장실|0.223065|0.091784|0.000000|0.000
하역장|0.226711|0.094422|0.000000|0.000
검수실|0.226209|0.088431|0.000000|0.000
배식차대기실|0.219719|0.082414|0.000000|0.000
ELEV.전실2|0.223225|0.076504|0.000000|0.000
계단실3|0.222287|0.071897|0.000000|0.000
계단실3 전실|0.223998|0.071814|0.000000|0.000
배선실|0.208315|0.081855|0.000000|0.000
세척실-2|0.207263|0.073100|0.000000|0.000
세제창고|0.202441|0.076835|0.000000|0.000
세척실-1|0.199605|0.073100|0.000000|0.000
창고|0.252363|0.097679|0.000000|0.000
창고-7|0.214403|0.070512|0.000000|0.000
의료가스실-2|0.252799|0.058566|0.000000|0.000
의료가스실-1|0.247737|0.057807|0.000000|0.000
세척구역-1|0.167065|0.090806|0.000000|0.000
청소도구실|0.226041|0.113618|0.000000|0.000
창고-1|0.214238|0.094171|0.000000|0.000
전실-1|0.214238|0.092167|0.000000|0.000
샤브보트(채선당)|0.230877|0.101172|0.000000|0.000
창고-8|0.226417|0.073703|0.000000|0.000
콜센터|0.230873|0.109274|0.000000|0.000
확장형|0.129641|0.073279|0.000000|90.000
확장형|0.136046|0.076624|0.000000|270.000
확장형|0.136046|0.074024|0.000000|270.000
회 차 공 간|0.127346|0.068372|0.000000|90.000
확장형|0.129641|0.075879|0.000000|90.000
마약장|0.104243|0.159609|0.000000|0.000
슬라이딩장|0.101893|0.172809|0.000000|0.000
슬라이딩장 보관장|0.105568|0.170649|0.000000|180.000
보관장|0.105593|0.172649|0.000000|180.000
슬라이딩장|0.101893|0.171309|0.000000|0.000
주사약 선반|0.106900|0.158129|0.000000|90.000
주사약 선반|0.106900|0.160529|0.000000|90.000
PC 작업대 PTP 장|0.111786|0.166274|0.000000|180.000
PTP 장|0.109948|0.169179|0.000000|270.000
경구PTP 수납장|0.112778|0.168759|0.000000|90.000
작업대|0.107193|0.170529|0.000000|90.000
보관장|0.120943|0.177559|0.000000|0.000
감사업무 작업대(병동)|0.115093|0.166859|0.000000|0.000
회전 투약대|0.112043|0.162199|0.000000|0.000
PC 작업대|0.115623|0.160929|0.000000|270.000
PC 작업대|0.115623|0.159929|0.000000|270.000
감사업무 작업대(병동)|0.115093|0.164459|0.000000|0.000
감사업무 작업대(병동)|0.115093|0.163259|0.000000|0.000
PC 작업대|0.118843|0.169899|0.000000|180.000
ATC 보조 작업대|0.112143|0.164659|0.000000|0.000
ATC 보조 작업대|0.111143|0.164359|0.000000|0.000
회전 투약대|0.113043|0.162199|0.000000|0.000
ATC 보조 작업대|0.111743|0.160499|0.000000|180.000
ATC 보조 작업대|0.112743|0.160499|0.000000|180.000
보관장|0.118143|0.177559|0.000000|0.000
보관장|0.116143|0.177559|0.000000|0.000
보관장|0.114543|0.177559|0.000000|0.000
보관장|0.112943|0.177559|0.000000|0.000
보관장|0.111343|0.177559|0.000000|0.000
보관장|0.109743|0.177559|0.000000|0.000
보관장|0.108143|0.177559|0.000000|0.000
보관장|0.113293|0.172349|0.000000|180.000
약품분쇄작업대|0.120593|0.172859|0.000000|0.000
산제포장기|0.121973|0.176129|0.000000|270.000
산제포장기|0.121973|0.174629|0.000000|270.000
PC 작업대|0.120036|0.164099|0.000000|270.000
산제포장기|0.121973|0.177629|0.000000|270.000
산제조제대|0.118213|0.174509|0.000000|90.000
PC 작업대|0.121873|0.157449|0.000000|270.000
ATC 보조 작업대|0.120913|0.167829|0.000000|90.000
ATC 보조 작업대|0.120913|0.166829|0.000000|90.000
PC 작업대|0.121973|0.170179|0.000000|270.000
작업대|0.117613|0.176729|0.000000|270.000
작업대|0.117613|0.175429|0.000000|270.000
PC 작업대|0.121973|0.171179|0.000000|270.000
PC 작업대|0.121973|0.172179|0.000000|270.000
PC 작업대|0.121973|0.169179|0.000000|270.000
PC 작업대|0.121973|0.168179|0.000000|270.000
마약장|0.119943|0.172109|0.000000|0.000
마약장|0.118443|0.172109|0.000000|0.000
감사업무 작업대(병동)|0.117943|0.169059|0.000000|0.000
소독실|0.199412|0.076485|0.000000|0.000
잔반냉장실|0.223144|0.094152|0.000000|0.000
검수냉장실|0.226177|0.086298|0.000000|0.000
잔반냉장실|0.175461|0.071050|0.000000|0.000
